mc,dm
周浦镇军民路,250411
南桥镇军民路,260419
张江镇军民路,001828
凌空路,011359
大团镇洪田路,252505
川沙镇益民路,011418
周浦镇益民路,252214
廊下镇益民路,280738
惠南镇西乐路,252055
庆荣路,010657
长青路,024021
祝桥镇东祝公路,254502
惠南镇城东路,250710
银城东路,024434
泥城镇新城东路,252547
徐行果园路,031122
果园路,260649
芦潮港镇果园路,252174
杨思镇上浜路,028690
川沙镇学北路,024590
云鹃路,253155
老芦公路,254652
六灶镇吉灿路,253906
杨莲路,030368
惠南镇拱极东路,250724
川沙镇川银路,027669
高行镇启帆路,028296
听健路,030710
惠南镇向阳东路,252701
山阳镇向阳东路,280395
绿晓路,031138
申港大道,253099
秋雨路,254796
惠南镇沿河泾南路,250676
惠南镇东门大街,250274
民民路,010519
宣桥镇闵家浜路,254312
高荷路,027918
江桥镇宝园一路,020677
唐镇卡园一路,027637
日京路,027117
惠南镇文体路,250208
新灵路,027103
周浦镇沈梅路,254456
惠南镇三八路,250068
三八路,031455
思学路,030885
航头镇航达路,253418
川沙镇乔港路,010654
柘林镇市场路,260326
龙华机场路,030458
白鹤镇市场路,290268
青村镇剧场路,260897
南桥镇剧场路,261411
庙镇剧场路,300712
林场路,003741
刘场路,001854
大场路,031236
市棉场路,031339
团场路,031353
煤场路,007805
合庆镇环庆中路,027667
芦潮港镇芦潮路,253018
陆家嘴环路,027341
航头镇富航路,253410
大团镇永春南路,250354
惠南镇卫星西路,250100
歇浦路,007924
金新路,024031
惠南镇南门大街,250750
世纪大道,010499
万祥镇万和路,253202
大团镇墩荣路,252500
兰村路,000856
六灶镇崇溪路,253904
拱优路,030703
祝桥镇金亭路,252401
祝桥镇周祝公路,252390
周浦镇周祝公路,252211
六灶镇周祝公路,250321
周祝公路,011075
鹤洁路,030743
环湖西三路,253131
泰环路,028970
泖港镇中大街,270502
周浦镇中大街,250218
娄塘镇中大街,020523
枫泾镇中大街,280178
娄塘中大街,023246
康桥镇中大街,252235
娄塘镇东中大街,020529
航绣路,030741
新场镇牌楼西路,253002
三旋路,030517
听达路,031089
惠南镇工农南路,250054
顾路镇海容路,028332
机场镇江明路,010639
新浜镇共青路,270348
徐行镇共青路,021010
祝桥镇共青路,252398
共青路,001575
汇技路,254644
枫泾镇芙蓉路,280427
川沙镇芙蓉路,010816
南祝路,030271
航头镇航瑞路,253438
周浦镇文康路,253008
赵高路,030492
杨园镇赵高路,011214
泥城镇香兴路,252543
祝桥镇航亭环路,253057
周浦镇东八灶,250293
周浦镇东八灶路,254406
新场镇奉新路,250594
东大公路,254620
鸿音路,254766
加枫路,027080
新场镇杨辉路,253033
杨辉路,253032
林德路,030705
惠南镇解放路,250992
南桥镇解放路,261061
西渡镇解放路,261062
解放路,007766
大团镇永晖路,252140
康乃馨路,254776
航头镇鹤立西路,252195
奥纳路,027118
水洞港路,002712
金京路,024041
新场镇汇海路,253037
汇海路,253036
康桥镇叠桥路,253702
康桥镇秀浦路,252016
城桥镇东门路,300043
东门路,000758
惠南镇东门路,252059
机场镇水闸北路,010328
施湾镇水闸北路,024184
高行镇老杨高路,010651
周浦镇关岳西路,254414
惠南镇听潮路,250548
惠南镇北门大街,250248
周浦镇建豪路,254426
大团镇永定南路,250364
基隆路,027121
康桥镇秀康路,252017
宣桥镇宣城路,254324
台中南路,027132
唐镇农科路,010653
金藏路,024030
金沪路,011015
金沪路,024032
六里桥南街,010322
黄楼镇川黄路,010144
川沙镇川黄路,024583
四方路,001189
高行镇浦东北路,011374
浦东北路,011422
高桥镇浦东北路,024612
三新路,010195
芦硕路,254783
永建路,027695
康桥镇梓潼路,251188
六灶镇鹿达路,253924
六里二村,010315
环湖西二路,253123
赵高公路,030812
富特北路,027091
康桥镇秀沈路,253734
大团镇南三支路,252141
朱家桥镇汇华路,021420
惠南镇汇华路,252710
溪平路,011721
祝桥镇卫亭路,253059
老港镇港怡路,253808
周浦镇广丹路,254412
荣川路,028961
翠柏路,028906
高桥镇慈善街,011704
川沙镇西河浜路,010674
张江镇三灶路,010192
南镜湖路,254788
大团镇永晨路,253328
大团镇永旺路,253336
大团镇永爱路,253326
金皖路,024036
川沙新镇乐丰路,027427
忘忧路,031203
马吉路,027120
陆家嘴东路,027340
老港镇鑫盛路,252627
张江镇古桐南路,027001
练塘镇东塘路,290555
高行镇东塘路,024601
高桥镇东塘路,010450
方竹路,254756
康桥镇康花路,251182
江耀路,031163
希雅路,027104
新场镇汇腾路,253041
汇腾路,253040
大团镇永春西一路,250356
高桥镇义王路,010228
新场镇坦直路,252343
祥跃路,254821
伽利略路,011947
长柳路,027079
川沙镇迎春街,027017
迎春街,011040
张衡路,011940
川沙镇东城壕路,010422
华京路,027106
山阳镇向阳西路,280399
惠南镇海燕路,252074
航头镇乐城路,253454
芦潮港镇芦潮港路,252171
江镇镇物流大道,028420
唐丰路,011391
川沙镇王桥街,010344
吕惠东路,284130
惠南镇惠东路,252065
绣川路,028972
惠南镇文师街,253560
惠南镇文友街,253564
振兴东路,006258
唐镇虹盛东路,027217
沂林路,027034
王桥路,010345
金泽镇金东路,290575
金东路,011013
张江镇碧波路,011920
康桥镇御云路,253752
川沙镇川图路,027026
航春路,030740
航头镇兴城路,253474
惠南镇英雄路,253574
新场镇新场大街,251024
听谐路,030715
严木桥路,030989
高博路,030886
陈春路,010800
锦尊路,027914
汇舒路,030724
西园路,024827
城桥镇西园路,300075
古方路,028012
南江洲路,031424
甬虹路,030163
通海路,005920
曹路镇新西街,008072
张江鎮新西街,024162
吕巷镇新西街,280914
新西街,024762
颛建路,008770
盘阳路,031242
北吴路,000659
永平路,028004
外冈镇南街,021530
河南街,003523
嘉定镇遙南街,020120
月浦镇塘南街,007868
诸翟南街,006268
嘉定工业区疁南街,020944
青村南街,262554
杜行镇南街,024769
西渡镇肖塘南街,260592
曹路镇曹路南街,011458
环镇南街,030971
张江镇南街,004826
宣桥镇三灶南街,252307
奉城南街,261802
江桥镇江桥浜南街,021923
江镇南街,024179
华新镇河南街,290664
纪高路,001754
银秋路,030683
鹤翔路,008677
联丰路,007350
爱晖路,005460
石太路,001158
联牧路,007366
富联二路,030328
龙启路,030461
长华路,024087
祁顺路,030785
沙岗路,002741
国庠路,003500
汾州路,002490
政学路,030758
贵阳路,004590
鞍山支路,008652
金轮路,027944
金珠路,003683
天马山镇平原路,271171
平原路,001088
石湖荡镇唐明路,270357
九亭镇蒲汇路,270953
鼎源路,272911
邱家湾,270496
小塔前,270078
张堰镇松金公路,280553
松金公路,003932
松金公路,281801
车墩镇影视路,272181
富永路,272925
九亭镇龙金路,272140
西陶行弄,270393
陶行弄,270753
东陶行弄,270238
泗泾镇开江中路,270165
玉阳路,272934
钱桥镇文化路,260176
朱泾镇文化路,280164
南桥镇文化路,261417
青村镇文化路,260172
泗泾镇文化路,270183
惠南镇文化路,250206
柘林镇文化路,260173
南桥镇西渡文化路,262314
练塘镇文化路,290158
塘浚路,273290
华莹山路,273413
道悦路,273432
登云路,273434
苗盛路,273479
江桥镇翔江公路,020650
翔江公路,023331
胜辛北路,023067
联西路,028820
博乐南路,022201
塔秀路,030362
树屏东路,031083
娄塘镇娄塘路,020533
菊园新区西大街,022303
新河镇西大街,300439
娄塘镇西大街,020522
嘉定镇西大街,020203
西大街,001970
徐行镇澄浏公路251弄,021015
澄浏公路,023036
徐行镇澄浏公路,021014
翔方公路,023330
安亭镇翔方公路,021731
安拓路,023074
黄陂北路,006666
武胜路,004010
凝和路,008820
颛桥镇张家弄,024780
北张家弄,000671
张家弄,003048
南张家弄,005018
宁安路,001032
中山东一路,000531
恒通路,004618
运城路,024280
秣陵路,005746
汉阳路,000834
韶嘉路,008388
舟山路,002192
徐泾镇徐南路,291167
金泽镇练西路,290541
团青公路,262903
祝桥镇民兴大街,250318
书园镇书院大街,252565
惠南镇西门大街,250450
长江农场长江大街,303011
诸翟大街,006266
北蔡大街,010406
其昌栈大街,003853
章浜路,290917
大团镇车站路,252142
新场镇车站路,250136
青浦镇车站路,290101
四团镇车站路,260120
周浦镇车站路,250137
练塘镇车站路,290110
惠南镇车站路,250135
青浦车站路,291758
枫泾镇车站路,280130
川沙镇车站路,010308
康桥镇车站路,252008
车站路,269801
枫泾镇新车站路,280853
徐泾镇前云路,290715
朱家角镇康园路,290867
朱家角镇康业路,290865
城中南路,290690
金泽镇北胜浜街,290211
华新镇纪鹤公路,291954
纪鹤公路,290349
白鹤镇纪鹤公路,290357
徐泾镇双浜路,290163
张堰镇东风街,280227
黄渡镇东风街,021821
练塘镇东风街,290230
朱家角镇东井街,290236
华新镇华富街,290367
邱家港路,292831
徐泾镇光联村,290306
徐泾镇徐泾东路,290797
奉城镇城大路,261818
奉贤现代农业园区望园路,261320
奉城镇褚聚路,261051
康桥镇秀龙路,253732
南桥秀龙路,262404
港坤路,269820
南桥镇红旗弄,260397
金汇镇红旗弄,260398
奉城东街,261800
航南路,005673
竖新镇竖新北路,300982
泗泾镇新北路,270904
南桥镇立新北路,260290
月新北路,000581
江镇镇道新北路,028402
南桥镇振贤路,260951
海思路,261672
四团镇平港路,262614
瞭海路,262944
柘林镇钦林南路,260840
南桥镇华宛路,260382
燎钦公路,261712
吕巷镇田欢路,281711
金张公路,283256
吕巷镇金张公路,280982
新农镇金张公路,280501
张堰镇金张公路,280463
朱泾镇金张公路,280533
干巷镇金张公路,280499
吕巷镇红光路,280322
亭林镇林吉路,283814
金山卫镇建元路,280517
施三路,005149
漕泾镇富漕路,282605
亭林镇九工路,283812
金山卫镇建圩路,283215
漕泾镇致富路,280740
新宾路,007938
朱泾镇新宾路,280657
泖港镇新宾路,270906
朱泾镇贸易南路,282415
山阳镇东平南路,280225
东平南路,283105
亭林镇桃贤路,283231
恒顺南路,284178
亭林镇新建西街,280888
林珍路,284161
枫泾镇兴福利路,280661
亭林镇金展路,283810
东园街,283243
城桥镇陈仓门弄,300079
长兴乡凤蓉路,303204
长兴镇凤蓉路,303313
竖新镇响椿路,301096
城桥镇育麟桥路,300115
港西镇港东公路,300870
山阳镇体育路,280455
城桥镇体育路,300093
陈彷公路,303115
南桥镇生产弄,260228
堡镇生产弄,300275
江帆路,303400
安寿路,303407
建设镇蟠龙公路,300932
城桥镇蟠龙公路,303415
安润路,303409
陈家镇安润路,302203
平悦路,303419
